The entropy values are presented as TS (kcal/mol)
ID	TS_Trans	E_Trans	TS_Rot
0	2.57176		1.26569	0
1	2.53015		1.2663	0
2	2.44023		1.26993	0
3	2.21002		1.27543	0
4	2.85171		1.26239	0
5	2.37374		1.27168	0
6	2.4167		1.27037	0
7	3.4232		1.25562	0
8	3.23954		1.25719	0
9	2.69153		1.26552	0
10	3.35914		1.25566	0
11	3.48999		1.25419	0
12	2.89174		1.26126	0
13	2.44775		1.26995	0
14	3.2503		1.25654	0
15	2.85022		1.26137	0
16	2.37277		1.27082	0
17	3.55265		1.25408	0
18	2.45547		1.27098	0
19	3.15598		1.2597	0
20	3.18631		1.25671	0
21	2.15782		1.27719	0
22	2.93295		1.26019	0
23	2.07326		1.28017	0
24	2.06391		1.28046	0
25	2.53562		1.26827	0
26	2.02399		1.2825	0
27	2.95749		1.25995	0
28	3.10031		1.26138	0
29	2.28906		1.27305	0
30	2.23574		1.27353	0
31	2.84364		1.26166	0
32	2.03874		1.28172	0
33	2.28576		1.27567	0
34	3.14986		1.25858	0
35	1.98723		1.2846	0
36	2.82946		1.26232	0
37	2.25102		1.27312	0
38	3.47556		1.25485	0
39	3.22992		1.2571	0
40	2.3249		1.27088	0
41	2.82761		1.2603	0
42	2.33221		1.27172	0
43	2.46453		1.26673	0
44	2.37836		1.26942	0
45	2.36942		1.273	0
46	2.69711		1.26662	0
47	2.02119		1.28301	0
48	2.04223		1.28211	0
49	2.44639		1.26943	0
50	2.38443		1.27003	0
51	2.76146		1.26126	0
52	2.38277		1.27104	0
53	2.09431		1.2797	0
54	2.73372		1.26208	0
55	2.57156		1.26862	0
56	2.42067		1.27036	0
57	2.41326		1.26891	0
58	2.06157		1.28158	0
59	3.38142		1.25527	0
60	2.14903		1.27765	0
61	2.59079		1.26619	0
62	2.6434		1.26476	0
63	2.03546		1.28231	0
64	2.70947		1.26516	0
65	2.84628		1.26253	0
66	2.55826		1.26672	0
67	2.56613		1.26639	0
68	3.68168		1.25386	0
69	3.32293		1.25564	0
70	2.30707		1.27151	0
71	2.10566		1.27887	0
72	2.16996		1.27699	0
73	1.99923		1.28368	0
74	2.1425		1.27834	0
75	2.01864		1.28258	0
76	2.40473		1.26819	0
77	2.4003		1.26897	0
78	2.19629		1.27492	0
79	2.10202		1.27895	0
80	2.98754		1.25892	0
81	2.33063		1.27169	0
82	2.19265		1.27523	0
83	2.15096		1.27698	0
84	2.68323		1.26449	0
85	3.01465		1.26022	0
86	2.4641		1.26813	0
87	2.4181		1.2692	0
88	2.79466		1.26473	0
89	3.22558		1.25622	0
90	1.99269		1.28422	0
91	2.16846		1.27587	0
92	2.68303		1.26351	0
93	2.05686		1.28108	0
94	2.99008		1.26278	0
95	4.10236		1.25285	0
96	2.82955		1.26223	0
97	2.72624		1.26534	0
98	2.36371		1.26999	0
99	2.40314		1.27139	0
100	1.96572		1.28581	0
101	2.03025		1.28225	0
102	2.14616		1.27729	0
103	2.33376		1.27247	0
104	2.07525		1.28051	0
105	2.21171		1.27545	0
106	2.41192		1.26788	0
107	2.41132		1.26938	0
108	3.09105		1.25762	0
109	3.75545		1.25331	0
110	2.70129		1.26232	0
111	2.01047		1.28385	0
112	2.26309		1.27469	0
113	2.21619		1.27468	0
114	2.42573		1.26889	0
115	3.93018		1.25342	0
116	2.5		1.26693	0
117	1.94257		1.28714	0
118	2.49661		1.26719	0
119	3.39599		1.25586	0
120	2.15527		1.27724	0
121	3.17977		1.25663	0
122	3.51034		1.25483	0
123	2.10219		1.27994	0
124	2.2043		1.27506	0
125	2.28402		1.2744	0
126	2.02787		1.28377	0
127	3.89502		1.25363	0
128	3.36628		1.25637	0
129	2.64039		1.26598	0
130	2.57467		1.26539	0
131	2.23372		1.27438	0
132	2.81631		1.26288	0
133	2.64245		1.26467	0
134	2.04949		1.28166	0
135	2.34034		1.2703	0
136	2.73727		1.26287	0
137	2.56969		1.2657	0
138	2.60489		1.26712	0
139	2.70189		1.26249	0
140	2.38738		1.27271	0
141	2.03339		1.28299	0
142	2.0525		1.28122	0
143	2.07961		1.27972	0
144	2.89481		1.26345	0
145	2.16309		1.2764	0
146	3.5153		1.25435	0
147	2.15678		1.27669	0
148	2.7083		1.26447	0
149	2.34327		1.27261	0
150	2.14524		1.27756	0
151	2.01807		1.28345	0
152	2.11664		1.27954	0
153	2.59945		1.26917	0
154	2.54282		1.26514	0
155	3.65521		1.25414	0
156	2.03518		1.28235	0
157	2.00175		1.28372	0
158	2.20868		1.2763	0
159	3.63343		1.25501	0
160	2.15498		1.27642	0
161	2.69221		1.26437	0
162	2.13626		1.27796	0
163	2.25799		1.27315	0
164	2.64591		1.26693	0
165	2.25623		1.27321	0
166	2.30605		1.27313	0
167	2.87996		1.26216	0
168	2.60505		1.26453	0
169	2.06585		1.28023	0
170	2.09689		1.28028	0
171	2.67855		1.26677	0
172	2.86883		1.25946	0
173	2.58519		1.26745	0
174	3.15601		1.25804	0
175	2.9556		1.2596	0
176	2.17012		1.27629	0
177	2.94067		1.25997	0
178	2.01004		1.28339	0
179	2.24806		1.27475	0
180	2.22323		1.27473	0
181	2.32521		1.271	0
182	2.22524		1.27364	0
183	2.3108		1.27263	0
184	2.74528		1.26566	0
185	2.87667		1.26212	0
186	2.15643		1.27716	0
187	2.94368		1.25847	0
188	2.11338		1.27842	0
189	2.76013		1.26436	0
190	2.11531		1.28015	0
191	2.86632		1.26411	0
192	2.33777		1.27207	0
193	2.01431		1.28311	0
194	3.52289		1.25466	0
195	2.01539		1.28453	0
196	2.71483		1.26807	0
197	2.73904		1.26172	0
198	2.30604		1.27125	0
199	2.16806		1.27598	0
200	2.18161		1.27592	0
201	2.02204		1.28349	0
202	2.22152		1.27546	0
203	2.28227		1.27186	0
204	2.10777		1.27934	0
205	2.56218		1.26783	0
206	3.23947		1.25666	0
207	2.08169		1.27998	0
208	2.18794		1.27611	0
209	3.88315		1.2532	0
210	2.14421		1.27701	0
211	2.32268		1.27143	0
212	2.73744		1.26498	0
213	2.70255		1.26586	0
214	2.00983		1.2839	0
215	2.19108		1.27696	0
216	2.2736		1.27207	0
217	2.2873		1.27291	0
218	2.90031		1.26126	0
219	2.17954		1.27679	0
220	3.59382		1.25428	0
221	2.10803		1.27962	0
222	1.97427		1.28586	0
223	2.16316		1.27629	0
224	2.38362		1.27186	0
225	3.84576		1.25305	0
226	2.05475		1.28206	0
227	2.57534		1.26434	0
228	2.95289		1.26264	0
229	2.44629		1.26766	0
230	2.3478		1.27103	0
231	2.397		1.27036	0
232	2.3477		1.27179	0
233	2.52326		1.26717	0
234	2.14933		1.2778	0
235	3.09145		1.25803	0
236	2.65976		1.26722	0
237	2.47983		1.26944	0
238	2.02165		1.28406	0
239	2.26703		1.27508	0
240	2.1202		1.2786	0
241	2.17839		1.27582	0
242	2.3727		1.26928	0
243	2.37917		1.26954	0
244	3.20491		1.25989	0
245	2.14977		1.27789	0
246	3.36773		1.25677	0
247	2.13099		1.27831	0
248	2.51833		1.26669	0
249	2.07993		1.27976	0
250	2.84883		1.26247	0
251	2.82384		1.26403	0
252	2.37474		1.27056	0
253	2.89485		1.26076	0
254	2.68813		1.26388	0
255	2.15061		1.27689	0
256	2.94964		1.25935	0
257	2.25485		1.27322	0
258	2.15883		1.27874	0
259	2.09477		1.27935	0
260	2.09657		1.28033	0
261	2.07601		1.28125	0
262	2.53581		1.26704	0
263	2.34313		1.27152	0
264	2.19775		1.27679	0
265	1.95624		1.28796	0
266	2.66467		1.26615	0
267	2.07379		1.28161	0
268	2.03548		1.28172	0
269	3.29626		1.25659	0
270	2.05968		1.28086	0
271	2.37184		1.26993	0
272	2.99334		1.25874	0
273	2.93504		1.25993	0
274	2.06588		1.28052	0
275	2.0184		1.28454	0
276	3.13743		1.25897	0
277	2.29354		1.27225	0
278	1.99245		1.28567	0
279	2.26363		1.27356	0
280	2.13826		1.27813	0
281	2.7343		1.26461	0
282	2.14946		1.27807	0
283	2.09646		1.27893	0
284	3.26911		1.2563	0
285	2.85618		1.26222	0
286	2.04643		1.28304	0
287	2.25578		1.27609	0
288	3.52939		1.25551	0
